1789500433.594,16,14.606296
1789500433.931,16,14.943897
1789500433.963,16,14.975369
1789500433.966,16,14.979049
1789500433.969,16,14.982238
1789500433.980,16,14.992549
1789500433.980,16,14.993482
1789500433.997,16,15.009606
1789500448.712,16,15.116669
1789500449.345,16,15.373456
1789500449.514,16,15.531046
1789500449.514,16,15.515205
1789500449.519,16,15.585474
1789500449.589,16,15.620531
1789500449.621,16,15.654968
1789500449.650,16,15.668048
1789500464.671,16,15.956004
1789500464.943,16,15.596232
1789500465.597,16,16.080901
1789500465.598,16,16.074941
1789500465.628,16,16.110719
1789500465.775,16,16.122712
1789500465.958,16,16.334270
1789500466.011,16,16.416744
1789500481.024,16,16.351628
1789500481.211,16,16.266917
1789500481.838,16,16.237658
1789500481.988,16,16.358513
1789500482.189,16,16.587451
1789500482.217,16,16.437926
1789500482.230,16,16.269149
1789500482.389,16,16.375350
1789500497.077,16,16.050012
1789500497.262,16,16.048628
1789500497.649,16,15.809130
1789500498.076,16,16.081795
1789500498.233,16,16.041469
1789500498.392,16,16.171559
1789500498.437,16,16.204827
1789500498.645,16,16.254904
1789500513.865,16,16.786905
1789500514.051,16,16.785939
1789500514.249,16,16.597331
1789500514.808,16,16.731190
1789500514.867,16,16.632441
1789500515.250,16,16.854735
1789500515.516,16,17.074457
1789500515.684,16,17.038520
1789500530.611,16,16.744385
1789500531.277,16,17.023997
1789500531.293,16,17.237824
1789500531.606,16,16.794600
1789500531.730,16,16.859863
1789500532.140,16,16.887038
1789500532.546,16,17.028416
1789500532.595,16,16.908658
1789500548.937,16,18.356510
1789500549.905,16,18.658266
1789500549.988,16,18.723247
1789500550.082,16,18.504054
1789500550.267,16,18.567623
1789500550.707,16,18.594119
1789500551.319,16,18.802052
1789500551.643,16,19.077249
1789500566.783,16,17.844480
1789500567.948,16,17.955506
1789500567.959,16,18.050919
1789500567.989,16,17.905126
1789500568.134,16,17.864226
1789500568.478,16,17.765516
1789500569.077,16,17.754917
1789500569.444,16,17.798657
1789500583.661,16,16.842477
1789500584.689,16,16.694722
1789500584.935,16,16.909758
1789500585.019,16,17.036367
1789500585.090,16,16.920809
1789500585.258,16,16.745013
1789500585.905,16,16.794166
1789500586.408,16,16.926566
1789500600.406,16,16.743183
1789500601.120,16,16.429416
1789500601.679,16,16.740441
1789500601.826,16,16.734086
1789500601.886,16,16.864135
1789500601.983,16,16.720895
1789500602.546,16,16.637354
1789500603.053,16,16.643002
1789500617.196,16,16.788070
1789500617.786,16,16.663358
1789500618.532,16,16.850339
1789500618.576,16,16.688940
1789500618.628,16,16.800513
1789500618.745,16,16.760893
1789500619.260,16,16.712558
1789500620.036,16,16.980936
1789500633.964,16,16.766220
1789500634.439,16,16.650441
1789500635.255,16,16.718928
1789500635.296,16,16.664455
1789500635.482,16,16.730821
1789500635.487,16,16.902097
1789500635.868,16,16.606172
1789500636.848,16,16.808910
1789500651.539,16,17.573313
1789500652.020,16,17.578077
1789500652.859,16,17.601627
1789500653.226,16,17.928399
1789500653.259,16,17.765910
1789500653.342,16,17.854501
1789500653.410,16,17.540813
1789500654.603,16,17.752741
1789500668.530,16,16.989160
1789500669.074,16,17.051866
1789500669.833,16,16.972581
1789500670.272,16,17.043363
1789500670.462,16,17.118679
1789500670.646,16,17.380283
1789500670.661,16,17.247578
1789500672.049,16,17.442410
1789500686.140,16,17.607702
1789500686.953,16,17.875376
1789500687.578,16,17.741946
1789500688.054,16,17.778340
1789500688.445,16,17.979618
1789500688.690,16,18.024249
1789500688.717,16,18.064925
1789500690.130,16,18.077753
1789500703.723,16,17.581750
1789500704.454,16,17.500787
1789500705.139,16,17.559873
1789500705.382,16,17.325909
1789500706.081,16,17.633693
1789500706.248,16,17.556319
1789500706.314,16,17.591048
1789500707.440,16,17.303948
1789500720.210,16,16.484086
1789500720.835,16,16.379234
1789500721.721,16,16.335054
1789500721.724,16,16.583107
1789500722.417,16,16.334679
1789500722.626,16,16.375412
1789500722.668,16,16.351933
1789500727.836,16,11.496296
1789500729.200,16,8.987320
